title
"Wall Hours: Total: by Job Size"
parameters

start,end
2016-12-22,2017-01-01
---------
"Job Size","Wall Hours: Total"
1,92614.1767
2,759.2594
"3 - 4",1290.3836
"5 - 8",12184.6231
"9 - 16",15376.5181
"17 - 32",2154.1506
"33 - 64",534.4567
"65 - 128",2368.1797
"129 - 256",657.2731
"257 - 512",37.7917
---------
