title
"CPU Hours: Total: by Job Wall Time"
parameters

start,end
2016-12-22,2017-01-01
---------
"Job Wall Time","CPU Hours: Total"
"0 - 1s",0.0000
"1 - 30s",578.6186
"30s - 30min",52315.3121
"30 - 60min",63206.7304
"1 - 5hr",83668.3556
"5 - 10hr",20402.9477
"10 - 18hr",42946.2351
18+hr,577437.6374
---------
