title
"Node Hours: Per Job: by Decanal Unit"
parameters

start,end
2016-12-22,2017-01-01
---------
Day,"[Unknown] Node Hours: Per Job"
2016-12-22,16.84405000
2016-12-23,18.86786667
2016-12-24,24.00000000
2016-12-25,13.41796667
2016-12-26,14.32007273
2016-12-27,28.72353571
2016-12-28,19.14351022
2016-12-29,16.39554764
2016-12-30,1.81280317
2016-12-31,1.60081609
2017-01-01,1.07791956
---------
