title
"CPU Hours: Total: by Job Size"
parameters

start,end
2016-12-22,2017-01-01
---------
"Job Size","CPU Hours: Total"
1,92614.1754
2,1518.5183
"3 - 4",5161.5356
"5 - 8",97377.1390
"9 - 16",195052.4042
"17 - 32",62507.7641
"33 - 64",29705.6463
"65 - 128",221470.5378
"129 - 256",122451.1423
"257 - 512",12696.9733
---------
