title
"Wall Hours: Total: by Queue"
parameters

start,end
2016-12-22,2017-01-01
---------
Queue,"Wall Hours: Total"
white,104246.5942
black,15066.5797
pikelet,2773.5561
croutons,1988.8758
brioche,1039.6294
cornbread,800.1428
roti,769.5467
nann,264.4661
focaccia,258.8669
brown,207.8861
crumpet,145.3361
pita,125.1836
bannock,69.6381
barm,69.2494
panettone,49.1339
chapti,47.8231
pumpernickel,33.2775
potbrood,21.0269
---------
