title
"Avg: eth0 receive rate: Per Node weighted by node-hour (bytes/s): by InfiniBand Receive rate"
parameters

start,end
2016-12-22,2017-01-01
---------
"InfiniBand Receive rate","Avg: eth0 receive rate: Per Node weighted by node-hour (bytes/s)"
NA,473977.18762078224
"&lt; 100",196871.43096071566
"100 - 1k",210157.97467755293
---------
