title
"Avg: Memory: Per Core weighted by core-hour (bytes): by InfiniBand Receive rate"
parameters

start,end
2016-12-22,2017-01-01
---------
"InfiniBand Receive rate","Avg: Memory: Per Core weighted by core-hour (bytes)"
NA,1001821089.9916685
"&lt; 100",391119584.19330347
"100 - 1k",551892085.7885988
---------
