title
"Screwdriver Utilization (%): by Node Count"
parameters

start,end
2016-12-22,2017-01-01
---------
"Node Count","Screwdriver Utilization (%)"
8,8.277341321
1,8.030122540
12,5.993791037
6,2.891583996
7,2.102772330
28,1.201781572
2,1.052189493
5,0.872826676
4,0.452171439
20,0.136788722
3,0.123855114
14,0.106917926
16,0.004545455
9,0.002664773
24,0.000583333
---------
